Coronary Heart Disease,Current Asthma,Diabetes,Mental Health,Obesity,Sleep <7 hours,TractFIPS
4.2,9.2,9.9,13.5,31.0,37.8,6019003808
6.0,10.7,12.8,16.9,38.4,38.5,6019003302
3.5,7.8,8.2,10.2,25.4,39.3,51810046217
4.5,8.4,8.2,11.3,27.4,36.5,51810045425
6.0,10.5,12.3,17.0,36.6,39.4,6019003202
7.1,10.6,14.1,17.3,39.4,38.4,6019003701
3.7,8.2,7.7,10.5,26.4,37.3,51810045422
3.7,8.6,8.3,11.9,28.5,40.1,51810046015
6.7,8.7,10.2,11.1,28.9,36.8,51800075405
3.7,8.1,8.4,10.7,27.3,39.3,51810046216
4.1,8.1,7.5,10.5,26.5,36.1,51810045417
3.2,7.7,7.9,10.0,25.0,39.0,51810046219
5.4,9.1,9.6,11.5,31.0,32.4,6019003600
6.1,10.3,11.8,15.7,36.4,37.1,6019003500
8.9,10.4,16.5,16.6,36.4,38.5,6019003400
5.8,8.9,9.8,12.3,31.6,37.3,51550020905
3.8,8.7,7.7,12.5,29.4,38.9,51810045427
3.7,8.3,7.6,11.0,27.1,37.7,51810045421
2.7,7.8,5.8,10.2,24.0,34.4,6019005805
7.1,10.2,13.7,16.2,36.6,38.1,6019003702
8.9,10.3,15.0,15.5,35.6,36.4,6019003301
4.5,9.2,10.2,13.2,32.1,37.2,6019003804
6.2,10.6,12.3,16.4,35.7,38.7,6019003201
2.9,9.0,6.1,13.2,28.5,35.3,6019003104
4.4,8.3,8.3,10.1,28.7,36.1,51550020806
3.4,8.6,8.5,11.6,28.7,41.5,51810046224
6.4,10.9,13.6,17.9,39.0,39.9,6019003805
5.1,8.1,9.8,10.2,26.3,36.5,51810046222
3.4,8.9,7.7,11.5,31.4,41.6,51800075402
3.6,9.0,8.4,13.2,29.1,37.9,6019003803
4.2,8.1,9.3,10.7,27.4,39.0,51810046225
6.5,11.2,13.4,18.6,40.2,39.2,6019004704
6.1,10.2,15.0,12.3,40.1,43.4,51550021404
6.0,9.7,11.2,14.2,33.9,36.6,6019005203
5.8,9.7,11.1,14.6,33.1,36.8,6019005804
2.0,7.7,4.5,10.2,22.4,34.7,6019005904
6.5,9.5,11.3,13.6,34.7,39.4,51550021403
6.1,11.0,12.3,17.7,39.1,38.3,6019004801
6.1,10.2,10.5,14.5,33.8,35.1,6019004902
3.8,8.9,7.3,12.7,27.8,38.7,51810045408
3.7,8.5,8.9,11.7,28.1,40.9,51810046014
5.8,9.9,11.4,14.6,35.3,36.0,6019004901
8.2,10.6,17.3,13.9,40.1,42.0,51550020700
8.1,11.2,14.8,17.9,38.6,38.8,6019005100
5.7,9.8,11.8,15.2,33.2,38.1,6019005202
7.1,11.2,14.5,17.9,41.4,38.9,6019004802
5.4,8.7,9.4,9.9,29.7,38.9,51800075403
5.8,10.0,11.0,15.1,34.5,37.0,6019005804
4.8,7.9,9.2,9.9,25.7,36.4,51810046223
3.5,8.8,8.2,12.5,28.4,41.4,51810045406
7.0,10.3,13.7,16.0,38.0,37.5,6019004703
7.0,10.4,12.9,16.0,35.4,37.6,6019005204
3.5,8.6,7.5,11.6,27.1,38.4,51810046207
3.8,8.8,9.1,12.4,30.8,41.7,51810046013
3.5,9.0,8.2,13.1,29.1,41.4,51810046213
6.8,9.3,11.1,12.9,33.1,38.0,51550020600
4.0,8.1,8.5,10.4,26.7,38.1,51810046214
4.3,9.6,9.8,14.2,33.9,37.7,6019003809
4.6,9.1,10.0,11.2,32.8,41.8,51800075502
4.6,9.5,9.9,14.5,37.4,42.1,51550020500
8.5,10.8,19.4,12.0,41.6,47.9,51740212702
1.8,8.3,3.6,12.9,25.1,38.6,51810045200
11.2,7.3,12.3,8.5,22.5,30.6,51810045428
4.0,8.2,7.6,10.0,26.4,32.9,6019005911
4.5,9.3,10.1,13.5,32.7,37.4,6019003810
5.5,9.6,11.5,12.3,35.8,40.0,51550021501
6.4,10.5,12.7,16.0,37.4,37.9,6019004205
5.7,10.1,10.6,15.6,34.1,37.0,6019003103
6.6,9.6,12.1,14.2,33.5,36.1,6019005301
6.6,10.0,12.6,15.2,35.2,37.5,6019005305
5.4,9.3,13.3,9.8,35.8,40.7,51550020808
6.6,9.7,15.6,11.1,39.1,47.0,51740212701
4.8,11.3,11.9,17.6,37.4,46.3,51810045810
5.3,9.1,10.5,12.2,33.8,39.5,51550020809
7.6,10.6,13.9,15.9,38.2,37.6,6019004701
7.1,10.2,12.2,14.6,35.7,43.7,51740212500
5.9,8.5,9.7,10.0,27.4,31.6,6019005802
5.2,7.9,9.5,9.5,25.7,35.2,51810046212
6.3,9.8,12.0,14.2,33.9,35.8,6019005000
6.1,9.5,9.8,13.2,30.2,34.3,6019005801
3.5,8.6,8.1,12.1,29.3,40.8,51810046012
5.6,10.8,11.1,16.1,38.1,46.8,51740212300
3.9,8.8,8.6,12.0,28.7,40.6,51810045405
7.8,8.8,11.6,11.0,30.4,31.7,6019004601
6.5,8.2,11.1,10.6,27.2,36.1,51810046211
4.0,10.1,9.5,14.0,33.5,43.4,51810046221
6.3,12.1,13.6,18.0,42.5,49.6,51740212400
5.0,10.0,9.5,15.0,32.9,36.5,6019003102
4.3,8.5,7.3,10.3,28.3,31.4,6019004602
4.4,9.6,8.5,15.1,32.0,36.0,6019005304
5.6,9.8,10.3,14.7,32.8,36.1,6019005302
5.5,7.9,10.3,10.1,26.1,37.2,51810046206
3.8,8.7,8.4,11.9,28.5,40.6,51810045809
6.5,10.7,12.4,16.9,38.9,42.1,51550020400
7.1,9.4,13.7,11.8,32.8,40.0,51810046220
5.8,10.4,11.2,14.7,36.4,45.0,51740212600
3.2,7.9,6.8,9.8,25.1,33.7,6019005909
6.1,8.5,10.2,11.3,28.3,37.2,51810046011
6.7,11.6,17.3,14.9,44.7,46.8,51550020200
4.4,9.3,9.5,14.2,32.1,42.0,51810045414
1.2,8.6,2.4,15.6,26.8,42.3,51740980100
9.6,10.2,14.2,13.8,34.0,33.8,6019005608
6.3,10.7,11.9,15.4,37.3,45.6,51740212801
8.0,8.7,11.7,10.8,30.2,38.4,51740212802
3.6,11.1,7.9,18.1,32.4,38.0,6019005403
6.1,12.2,15.4,16.4,43.6,46.5,51550020100
4.2,9.1,8.9,13.0,31.1,40.8,51810045808
5.2,8.6,9.7,11.6,28.2,38.0,51810045415
0.8,7.2,1.6,10.8,19.1,36.5,51810045000
6.2,7.9,10.0,9.8,25.7,34.6,51810046006
4.3,9.2,10.3,13.8,32.2,38.1,6019004207
6.3,9.7,10.7,14.1,34.1,39.0,51550020003
6.9,8.5,9.7,9.0,26.1,28.7,6019004506
4.6,8.7,9.0,12.2,28.7,39.2,51810045407
4.1,9.6,8.7,13.9,32.2,36.8,6019004212
9.2,8.6,12.7,8.8,27.1,28.1,6019004303
5.4,8.6,8.9,10.2,27.0,31.3,6019005703
5.8,9.3,10.1,13.1,30.7,34.8,6019005410
6.0,9.8,9.8,14.4,31.9,35.3,6019004505
5.7,10.2,10.4,15.0,33.4,35.9,6019005704
9.4,12.0,21.1,16.1,46.4,51.1,51740211700
7.5,11.7,17.7,14.7,43.5,50.2,51740211900
4.7,8.0,7.8,9.8,25.3,35.5,51810045803
4.5,9.0,8.1,11.6,29.7,33.5,6019004213
1.2,12.0,2.4,20.6,26.4,34.7,6019005408
6.3,9.9,10.0,14.6,32.1,34.9,6019005607
4.9,10.0,8.3,14.5,30.0,34.9,6019005409
3.7,8.9,7.7,12.6,29.3,39.1,51810045807
5.8,11.2,12.7,16.6,40.5,44.4,51550020300
5.7,9.3,11.2,13.3,32.1,40.8,51810045806
5.9,8.3,9.9,10.5,26.8,35.6,51810046002
7.9,12.6,19.4,16.8,47.5,52.9,51740212000
6.6,8.3,10.4,10.8,27.6,36.1,51810046204
7.0,9.7,11.2,13.4,31.0,34.0,6019005602
6.0,10.1,11.6,14.4,37.0,41.8,51550020002
6.1,8.6,10.3,11.2,31.1,36.2,51550021502
8.9,13.6,21.2,19.0,49.0,53.1,51740211800
10.9,13.8,24.3,18.7,49.4,52.6,51740212100
6.3,9.4,9.6,13.4,31.7,41.2,51740211600
6.1,8.9,10.8,12.5,30.0,38.5,51810042801
6.6,8.6,10.0,10.0,27.3,31.0,6019005405
6.1,8.5,10.3,11.2,28.4,36.9,51810045805
6.4,9.0,9.4,12.7,30.3,39.7,51740212900
3.7,8.6,7.5,10.9,29.0,33.9,6019004211
7.6,11.0,13.7,16.0,38.0,46.1,51740211500
5.1,8.7,9.2,11.4,28.1,37.8,51810046005
8.4,11.8,19.4,14.2,43.3,49.8,51740211400
6.0,8.4,10.1,11.2,27.8,37.0,51810045801
6.6,8.8,10.3,10.4,28.5,31.3,6019004214
4.4,8.9,7.6,10.9,27.3,32.4,6019005702
5.2,8.8,9.1,11.3,29.5,33.4,6019005606
5.1,8.5,8.9,9.9,27.0,31.0,6019005605
3.2,8.2,6.5,9.9,26.4,32.7,6019005907
5.8,9.5,9.7,12.9,31.1,33.9,6019005701
3.4,8.3,7.3,10.7,28.2,34.7,6019004215
8.0,10.3,12.9,15.0,34.6,35.1,6019004504
7.1,8.3,10.2,10.8,29.0,34.3,51550020001
5.0,9.8,9.9,15.0,33.1,41.0,51810044200
6.3,9.2,10.0,11.2,29.0,32.0,6019004503
7.2,8.2,10.7,8.5,26.4,28.9,6019004302
7.3,12.9,18.0,17.9,47.3,50.6,51710005100
5.2,7.9,8.3,9.8,26.1,33.8,51810044003
4.1,9.5,8.3,13.6,31.5,35.7,6019004210
3.6,9.2,7.6,13.1,29.5,40.4,51810042802
8.8,12.6,21.0,17.1,48.3,50.8,51710005000
8.6,12.5,20.7,16.1,46.8,50.7,51740211100
6.1,9.0,10.0,11.3,29.2,32.6,6019005406
4.1,8.7,8.5,10.5,31.2,40.5,51800075202
6.1,9.2,10.0,11.8,28.6,32.4,6019005407
6.5,8.4,10.0,10.9,27.3,36.1,51810046009
6.0,9.3,9.9,13.0,29.3,38.7,51810046010
3.3,8.9,6.5,12.5,27.4,39.0,51810045604
5.4,8.8,9.6,11.4,32.3,41.7,51740210900
6.2,14.4,15.7,20.9,46.3,53.1,51740210500
7.5,8.8,11.3,10.8,29.2,37.0,51710006902
6.1,9.4,10.7,14.2,32.0,40.1,51810041002
6.3,8.7,10.3,10.7,30.5,38.7,51740210400
3.3,8.2,6.4,11.0,26.0,37.6,51810045603
4.5,8.7,8.9,11.5,29.6,35.0,6019004216
5.5,10.2,11.4,16.1,35.8,43.3,51810044806
5.4,9.1,9.7,12.1,31.9,41.4,51740210600
7.1,13.1,17.2,18.0,46.3,50.3,51710004600
5.9,8.6,9.4,11.4,28.0,36.5,51810042600
5.2,9.1,9.1,11.9,30.2,33.4,6019004409
5.2,10.3,11.2,17.0,35.7,38.2,6019004404
5.9,8.3,10.0,10.1,29.4,34.8,51550021601
7.3,16.3,19.7,25.3,53.3,54.9,51710004800
5.2,8.8,9.1,11.2,27.6,32.8,6019005509
4.6,8.5,8.0,9.8,27.0,31.7,6019005513
7.2,8.8,10.1,10.6,26.5,30.9,6019005510
5.5,8.2,8.3,9.0,24.9,29.9,6019005514
5.0,9.0,8.4,11.1,28.2,32.4,6019004406
5.8,9.6,11.6,12.4,34.0,44.1,51740213200
4.7,9.8,10.3,12.5,33.5,42.9,51800075204
6.6,8.1,10.2,8.1,25.1,28.4,6019004301
4.1,8.7,7.4,10.9,27.7,32.8,6019005512
8.2,10.6,16.4,12.9,38.3,43.5,51710007002
4.4,8.3,8.4,9.8,26.8,32.8,6019004208
1.2,11.3,3.1,13.9,27.4,43.5,51710004700
6.2,9.5,10.7,12.5,33.4,42.3,51740210300
7.7,10.7,16.7,13.4,40.8,45.2,51710006400
4.2,8.9,7.8,12.7,29.0,38.5,51810044808
6.2,8.6,10.0,11.4,27.8,36.4,51810042400
2.0,8.6,4.1,12.8,24.9,38.1,51810044805
5.6,8.3,9.3,10.1,28.1,36.5,51800075201
6.0,9.3,10.8,13.5,30.4,39.7,51810041004
6.8,10.7,17.1,12.5,42.3,47.1,51710004500
4.4,8.8,7.7,12.7,28.1,38.4,51810044807
5.0,8.2,8.3,10.9,30.7,39.5,51710004900
5.1,9.0,8.8,14.3,31.0,38.9,51810044004
3.2,8.5,6.7,10.3,28.4,39.1,51800075203
5.2,9.7,10.9,13.5,34.5,43.1,51810040600
5.5,7.9,8.6,9.6,25.6,34.2,51810045601
7.2,8.4,10.4,10.1,28.9,37.4,51740213002
3.3,8.6,6.0,12.3,26.1,37.1,51810044001
5.4,8.6,8.9,12.0,27.7,37.8,51810041003
12.0,14.8,25.4,21.5,51.4,51.4,51710004200
7.4,9.3,12.9,11.8,32.8,39.3,51800075302
6.1,8.1,9.4,10.4,26.3,34.5,51810042202
5.2,9.9,11.2,12.6,34.3,43.5,51710006901
5.6,9.8,10.4,14.5,35.7,44.1,51740210200
8.4,13.6,20.3,18.6,48.2,50.9,51710004300
5.3,11.1,13.4,12.8,39.5,46.9,51710004400
4.8,9.7,10.9,12.5,35.3,41.2,51550021602
6.9,15.9,19.1,24.3,52.4,54.1,51710004100
5.1,8.4,8.8,9.5,26.7,30.9,6019004405
5.2,7.7,7.1,9.2,24.7,33.1,51710004002
4.0,8.1,7.5,9.4,24.8,32.4,6019005508
4.3,8.5,7.7,10.1,26.0,31.8,6019005507
3.8,8.1,7.2,9.2,26.1,31.7,6019005520
3.3,8.1,6.3,9.0,24.8,31.2,6019005524
4.0,7.5,6.1,8.4,22.9,32.2,51710004001
3.3,8.2,6.0,9.5,25.2,31.4,6019005518
5.0,9.0,9.9,12.5,30.5,40.5,51810040802
3.3,8.0,6.5,9.4,25.2,32.5,6019005522
6.8,12.5,17.2,16.5,45.6,49.9,51710003501
3.9,8.3,7.1,10.1,25.8,31.7,6019004408
2.7,9.7,6.5,12.9,32.4,43.5,51710007001
5.6,7.8,8.5,9.0,24.2,32.5,51810042201
5.9,8.4,9.4,10.9,27.3,35.1,51810044402
6.7,9.3,10.9,12.7,31.8,39.4,51710006800
7.7,11.9,18.0,15.4,44.8,49.1,51710003400
4.0,7.3,6.2,8.2,23.3,33.1,51710003600
4.7,8.7,8.2,12.4,27.9,38.5,51810040801
6.7,11.1,15.7,14.1,41.9,47.1,51710003300
6.1,7.5,9.0,8.4,24.1,31.5,51810044401
4.5,10.7,10.3,15.1,35.1,44.2,51810040402
1.2,6.8,2.2,9.1,20.7,34.4,51710003800
4.3,10.8,10.3,14.5,37.7,47.6,51740213101
3.3,8.0,5.2,10.7,25.4,35.2,51710003700
7.9,7.9,11.6,9.3,25.3,33.1,51810041600
4.6,8.4,7.8,9.8,26.3,31.3,6019005516
6.3,7.4,8.9,8.1,23.7,30.4,51810043800
6.0,10.7,13.6,14.2,40.3,46.1,51710003200
6.5,9.8,11.8,13.6,35.0,42.7,51710006200
7.5,7.3,10.1,7.9,23.3,30.0,51810044600
3.9,8.4,7.6,10.2,26.8,33.0,6019005505
5.7,10.1,11.8,13.8,36.6,44.2,51710006100
6.4,12.0,15.8,16.4,44.6,49.1,51710002900
7.1,11.7,16.5,16.1,43.6,48.6,51710002700
5.7,9.0,10.4,12.0,33.2,39.6,51710003000
5.7,9.7,11.2,13.4,34.5,43.5,51710005903
5.4,7.8,9.2,9.1,24.6,34.7,51810040404
5.9,7.4,9.1,8.1,24.1,31.3,51810042000
4.6,9.2,9.1,11.1,32.4,42.6,51740213103
3.7,10.2,8.6,14.5,31.6,42.3,51810040200
7.3,10.8,15.1,14.7,40.3,44.9,51710003100
2.5,10.8,5.4,17.6,29.1,41.5,51710002500
6.0,7.5,8.9,8.4,24.3,31.1,51810043600
3.9,8.1,7.2,9.2,25.1,31.3,6019005517
4.9,8.5,9.0,10.2,29.2,37.2,51710002800
4.2,10.3,11.1,12.8,39.3,48.1,51740213104
2.2,11.0,4.5,18.5,28.9,42.2,51710002600
5.8,9.8,11.2,13.8,34.1,43.3,51710005902
6.0,9.7,11.3,13.9,35.0,42.6,51710006000
3.3,8.0,6.5,9.2,25.3,31.8,6019005504
5.8,8.2,8.9,9.0,25.3,30.0,6019005503
8.1,8.5,12.3,9.9,29.3,35.0,51710002100
6.9,7.8,9.8,9.4,25.0,33.1,51810041200
5.3,7.5,8.5,8.3,23.8,31.5,51810043002
5.9,7.7,9.4,9.1,25.0,33.6,51810041400
4.9,7.9,9.0,8.7,27.2,35.7,51800075102
3.4,9.3,8.4,11.4,33.2,43.1,51800075101
5.0,8.2,7.1,10.2,25.9,33.8,51710002400
4.7,11.1,12.0,15.0,39.8,47.1,51710005901
6.4,8.7,11.1,10.8,29.6,39.4,51710006607
7.2,8.5,10.2,10.8,28.8,36.0,51710002000
5.1,7.8,7.6,8.8,25.9,33.4,51710002200
4.7,8.6,8.5,12.1,28.3,39.0,51810040403
4.3,7.7,6.5,9.0,24.1,33.2,51710002300
8.0,10.2,16.8,12.2,38.8,44.4,51710005702
6.1,8.5,9.7,10.5,29.1,38.8,51740213001
5.4,7.2,8.0,7.4,22.6,29.6,51810043400
7.0,9.0,9.9,11.1,29.5,37.9,51710001700
5.3,7.6,7.8,8.9,23.7,32.0,51810043004
7.7,7.2,9.8,7.9,22.0,29.8,51810043003
6.2,11.3,14.9,14.8,41.0,47.2,51710005800
8.8,9.4,13.9,11.9,32.3,38.2,51710001400
3.9,8.6,6.5,11.9,26.2,36.6,51810041801
5.9,9.1,10.1,11.6,30.6,39.1,51710006606
6.6,8.2,10.4,9.7,27.9,35.3,51800075301
5.3,8.7,8.0,10.9,27.7,36.8,51710001200
1.9,8.9,4.1,14.0,28.4,39.9,51810043200
6.5,11.4,15.0,16.5,43.1,47.9,51710005701
6.3,8.8,9.6,11.3,29.0,37.7,51710006605
5.1,7.7,7.9,9.8,25.3,33.7,51810041802
4.4,8.7,7.1,11.4,27.6,37.3,51710001500
6.1,10.3,13.6,12.8,37.0,44.4,51710001600
1.2,7.8,2.5,13.3,24.4,38.9,51810040000
3.9,9.6,8.0,13.4,32.3,42.2,51710001300
6.1,9.5,10.2,14.0,34.2,41.4,51710005602
7.4,8.7,10.9,11.9,30.1,37.8,51710006603
6.4,9.5,10.8,13.6,33.1,41.0,51710006604
7.2,9.2,11.1,13.1,33.8,39.9,51710006601
6.8,8.9,9.8,11.8,28.6,36.8,51710006602
6.3,10.4,12.1,16.3,38.1,44.6,51710005500
1.2,8.8,2.6,14.2,27.2,40.4,51710000901
4.9,9.0,8.8,12.1,31.9,39.0,51710006502
6.9,9.3,10.1,13.4,31.4,39.2,51710005601
4.1,9.8,8.5,15.2,30.5,43.3,51710001100
5.2,10.5,10.0,16.3,37.0,43.6,51710006501
5.0,8.5,7.7,11.2,28.2,37.6,51710000700
1.2,8.3,2.3,13.9,24.3,38.8,51710000902
5.5,9.1,9.3,12.9,32.5,40.0,51710000100
5.7,9.4,9.5,13.7,32.7,40.6,51710000202
4.6,9.0,7.9,13.2,30.2,40.0,51710000800
4.9,10.2,8.9,14.8,34.3,42.8,51710000600
4.5,9.2,8.2,13.0,31.8,40.3,51710000201
5.2,9.3,8.7,13.7,31.6,40.2,51710000500
6.0,9.0,9.5,12.1,30.7,38.8,51710000300
5.8,12.3,15.4,19.3,45.5,46.6,51700030100
4.9,8.9,8.4,12.7,31.5,39.5,51710000400
7.7,11.8,19.5,14.6,43.4,44.3,51700030300
3.3,7.5,5.4,8.7,25.4,36.1,51650011100
7.5,12.5,19.7,16.7,46.8,46.8,51700030400
7.5,11.6,19.4,14.7,44.6,45.4,51700030500
9.3,13.1,23.3,18.5,49.5,47.7,51700030600
5.9,9.5,11.2,11.7,32.2,36.6,51700031100
8.2,12.4,21.2,16.4,46.8,46.4,51700030800
7.0,10.5,16.5,13.1,40.7,46.9,51650012000
5.9,11.4,13.9,16.1,40.0,43.1,51700030900
6.6,8.5,10.5,10.7,30.5,37.3,51650011500
7.4,10.8,15.9,15.7,41.4,42.3,51700031200
8.2,11.1,19.7,13.7,44.3,48.6,51650011900
5.6,10.3,12.7,13.8,38.3,45.6,51650011600
6.9,10.7,15.1,14.0,38.9,41.2,51700031300
7.2,10.5,15.9,12.9,39.1,45.5,51650010501
7.8,10.7,17.0,14.2,41.6,46.6,51650011800
6.4,10.7,13.2,15.4,38.3,45.6,51650011300
2.5,13.7,5.1,20.3,34.7,47.1,51650011400
5.3,8.7,9.0,11.3,29.3,33.7,51700031500
4.6,8.4,7.0,11.4,23.6,31.7,49053271702
7.2,9.4,12.3,12.8,34.1,40.9,51650011200
9.7,11.1,20.9,14.2,43.4,46.8,51650010400
6.5,11.8,15.3,17.5,44.2,49.5,51650010601
6.9,10.7,16.0,14.0,41.5,47.2,51650010900
4.7,10.8,12.3,14.8,40.8,48.0,51650010502
4.3,9.7,8.6,12.7,32.3,42.6,51650010309
6.1,8.9,10.8,11.0,31.8,40.6,51650010310
8.6,12.4,20.2,17.1,46.4,49.7,51650010602
6.8,10.0,13.0,13.3,35.2,38.7,51700031400
6.6,8.9,11.8,11.0,32.4,39.8,51650010800
9.7,8.0,12.7,8.7,22.8,27.2,49053271600
6.4,9.8,12.2,13.5,35.4,42.5,51650011000
6.4,9.0,10.8,12.1,32.2,40.0,51650010312
4.8,9.8,9.8,12.7,33.1,43.1,51650010313
4.5,9.6,10.3,12.2,34.8,43.4,51650010311
5.5,10.1,11.8,13.7,36.5,44.6,51650010104
6.6,7.7,9.6,8.6,25.0,28.9,51700031800
5.7,9.5,10.2,13.4,33.5,41.5,51650010702
6.8,10.9,13.5,15.5,38.8,45.2,51650010701
5.9,9.3,11.1,11.9,32.3,41.4,51650010306
5.3,8.7,11.4,9.6,32.0,40.5,51650010307
6.0,8.8,10.2,11.4,31.1,39.3,51650010703
5.4,10.0,11.1,13.7,35.1,39.2,51700031601
6.1,9.2,10.0,12.6,30.6,35.7,51700031602
4.3,10.3,7.3,15.2,25.6,33.9,51700031701
5.7,8.1,8.2,9.8,22.1,29.7,49053271701
4.6,9.2,7.8,12.4,27.1,34.0,51700031702
6.3,8.7,11.0,11.0,31.3,39.0,51650010103
5.0,9.6,11.4,12.8,35.6,43.9,51650010314
3.8,9.1,8.7,11.6,32.8,42.8,51650010304
5.7,8.4,9.3,10.2,27.8,32.1,51700031901
6.6,8.6,9.2,11.4,23.8,30.8,49053271500
3.7,8.7,7.0,12.1,28.4,35.9,51700032127
6.0,8.4,9.7,10.5,29.1,37.3,51650012100
7.9,8.1,10.0,10.1,22.1,29.1,49053271800
1.3,7.7,2.5,11.5,22.2,37.6,51650010200
9.3,9.5,14.9,12.2,32.7,35.7,51700032117
4.7,9.7,9.8,14.1,33.4,38.2,51700032128
5.9,8.9,10.3,11.0,29.3,33.8,51700031902
4.6,8.6,8.9,10.5,28.7,34.6,51700032002
9.2,9.3,12.0,13.3,25.7,31.9,49053271400
7.0,8.1,11.3,9.3,27.5,31.1,51700032001
5.4,9.3,8.1,14.5,25.3,33.2,49053271300
3.9,10.0,8.2,14.0,32.9,38.9,51700032129
7.5,8.4,10.3,10.8,23.6,30.0,49053270600
4.9,10.7,10.2,17.8,35.8,39.7,51700032126
5.6,8.6,8.4,11.1,28.6,29.6,29077004003
6.5,9.0,11.5,12.3,31.2,35.5,51700032005
4.5,8.5,8.3,10.5,27.2,33.4,51700032114
6.7,9.6,9.4,14.6,24.8,32.7,49053271200
6.6,8.8,9.3,12.3,24.6,31.8,49053271100
4.2,11.3,11.2,17.2,39.8,43.3,51700032006
4.3,8.1,8.5,9.4,27.3,33.7,51700032130
1.5,8.5,3.4,15.1,28.7,37.6,51700032300
5.5,9.2,11.2,11.6,31.9,36.8,51700032007
6.6,8.1,9.4,9.1,27.1,26.9,29077004002
6.3,11.4,16.0,15.8,41.6,43.7,51700032212
5.8,8.4,10.5,10.2,28.7,33.9,51700032211
6.7,9.0,9.8,12.4,24.4,31.1,49053270300
6.3,8.6,8.4,10.7,26.3,27.8,29077004103
8.1,8.8,10.8,11.4,28.5,28.7,29077004001
6.7,8.7,10.6,10.9,28.5,34.2,51700032113
5.9,8.3,8.9,10.3,23.7,30.4,49053270500
7.8,8.1,10.1,9.3,26.1,27.1,29077003800
5.6,11.4,13.7,16.6,41.5,43.5,51700032225
2.3,9.2,3.8,12.9,24.3,29.7,29077004102
7.1,9.1,10.2,12.6,31.0,30.8,29077003900
5.0,9.7,11.2,12.9,34.7,39.3,51700032224
7.9,8.9,10.6,11.7,29.5,29.7,29077002900
10.0,9.1,12.8,11.9,29.7,29.1,29077002800
5.1,9.0,10.3,12.3,32.0,37.2,51700032132
8.9,9.6,12.1,13.7,30.9,30.7,29077002700
6.3,8.8,9.4,12.2,25.0,31.9,49053270700
8.8,9.1,10.9,13.5,29.3,30.2,29077001302
3.5,9.8,9.3,13.0,34.1,40.2,51700032124
7.3,10.2,9.8,15.9,30.1,31.7,29077001400
7.4,8.2,9.8,9.6,26.9,27.3,29077002600
3.8,8.8,9.1,10.8,31.2,37.0,51700032131
5.2,10.8,12.4,16.3,38.8,42.4,51700032226
8.2,10.1,11.2,15.2,32.1,31.8,29077003002
7.5,9.2,10.3,13.2,30.0,31.0,29077001301
3.3,9.6,9.1,12.5,33.8,40.1,51700032223
8.5,8.9,11.1,11.6,29.5,29.7,29077004201
7.1,9.1,9.8,12.8,30.0,30.5,29077002502
7.9,9.4,10.4,13.4,30.4,30.8,29077001100
3.5,9.9,9.3,13.5,34.8,40.4,51700032123
8.5,10.0,12.0,15.4,33.4,32.9,29077001500
6.4,9.8,9.5,14.6,31.8,31.9,29077001200
6.9,10.0,9.9,15.6,32.1,32.3,29077005700
5.6,10.1,9.5,17.7,36.0,35.9,29077005800
7.2,9.6,10.5,14.3,32.9,32.2,29077002402
6.1,8.8,8.7,11.8,28.9,29.5,29077001000
5.4,9.4,8.0,13.9,29.6,30.8,29077000300
7.7,10.4,10.6,17.5,33.3,33.3,29077000400
5.2,7.8,9.8,10.6,24.5,31.8,6085512100
4.1,9.5,8.9,13.6,33.2,38.6,51700032400
1.9,12.3,3.2,24.0,29.3,34.1,29077000200
4.3,8.2,8.0,9.2,20.1,30.4,6085511911
7.1,11.4,11.8,21.1,38.6,36.8,29077000502
6.8,11.8,11.5,21.6,40.6,37.8,29077000501
6.8,10.2,10.6,16.4,34.9,33.8,29077002300
4.4,10.1,7.1,16.7,30.2,32.4,29077000900
8.3,10.4,12.0,16.2,34.9,33.7,29077003100
10.4,11.7,15.1,20.2,39.8,36.0,29077001700
6.1,9.0,8.8,12.6,30.2,31.0,29077004301
4.0,6.9,8.1,7.1,16.6,29.4,6085511912
4.4,10.9,7.4,19.5,32.2,34.9,29077000100
4.0,6.9,8.0,6.9,15.9,29.0,6085511909
5.2,7.5,8.1,7.3,18.6,26.6,6085511910
5.0,7.6,8.8,8.1,18.5,29.6,6085511905
5.9,10.4,9.7,17.4,35.8,35.2,29077000600
7.8,11.3,12.2,19.5,38.5,36.4,29077003200
5.0,7.3,8.8,7.9,18.2,29.5,6085511907
7.9,11.2,12.2,19.3,38.0,35.9,29077001800
4.4,10.7,7.7,18.3,32.5,34.3,29077000700
4.6,11.3,7.9,19.6,32.5,34.4,29077000800
7.7,8.5,10.5,10.2,28.3,27.6,29077003700
4.5,8.1,8.5,9.8,21.6,31.1,6085512035
4.8,7.7,7.8,7.9,19.5,27.7,6085511913
3.6,8.0,7.1,9.4,20.7,30.9,6085512034
5.4,7.6,8.8,7.8,19.2,28.1,6085511914
4.1,7.8,6.8,8.5,19.9,28.7,6085506900
7.2,10.4,11.0,16.7,35.3,34.0,29077002200
4.0,8.0,7.5,9.5,21.6,30.5,6085512031
4.3,8.0,8.0,9.3,21.3,30.4,6085512030
6.7,7.8,8.9,8.5,24.5,30.8,51770002900
4.0,7.9,7.8,9.6,21.9,31.4,6085512032
8.5,11.8,13.3,20.7,40.0,36.8,29077003300
