Coronary Heart Disease,Current Asthma,Diabetes,Mental Health,Obesity,Sleep <7 hours,TractFIPS
9.7,11.3,22.2,17.5,45.6,47.3,12031011300
1.5,6.9,3.3,8.2,17.4,27.1,48453001753
7.7,9.4,18.1,12.5,39.5,43.2,12031011200
4.3,9.4,9.5,15.2,34.4,38.9,12073001802
6.5,11.2,15.8,19.4,44.4,44.7,12073001801
5.9,7.0,8.5,8.7,22.7,27.9,22033004900
7.3,8.7,12.0,13.9,37.8,37.1,28047001700
4.2,8.1,8.0,10.4,24.6,29.4,48453001845
7.9,9.9,17.2,15.7,41.5,45.0,12031011100
9.3,12.2,20.2,20.2,51.8,46.5,28047002400
1.6,7.5,3.8,9.7,19.9,28.9,48453001849
7.0,7.8,9.8,11.2,31.8,32.6,28047001501
3.0,6.4,5.2,8.9,22.0,29.2,12073002605
4.0,8.4,8.3,11.5,26.3,31.1,48453001844
9.4,10.2,21.2,14.7,42.4,44.8,12031010700
2.4,8.7,4.7,15.1,25.2,34.5,22033004013
5.0,7.3,8.1,7.6,20.5,25.0,48453001757
2.6,7.6,5.1,9.1,20.1,27.5,48453001722
7.2,7.8,8.7,12.1,23.6,29.9,22033004800
4.1,7.5,7.3,9.3,21.9,29.5,48453001826
5.9,7.6,8.4,10.1,26.0,31.0,22033002602
6.1,7.7,9.6,10.5,27.0,32.4,22033003906
7.0,9.3,15.9,13.0,38.3,43.3,12031010900
2.6,7.7,6.9,9.9,22.1,31.7,48453001839
7.2,10.2,17.0,15.2,40.0,41.4,12073001102
4.5,7.9,7.6,9.5,22.6,27.3,48453001754
4.1,7.8,8.3,16.3,45.3,46.0,28047980000
8.5,10.4,16.8,17.3,40.6,44.5,12031011000
4.6,11.0,11.9,18.6,39.6,42.8,12073001002
3.8,6.8,7.6,6.9,18.6,26.3,48453001755
9.7,10.5,21.9,15.7,44.0,45.8,12031010800
2.1,7.7,5.0,10.2,22.0,30.1,48453001850
1.4,9.9,2.2,18.4,21.7,32.5,22033002802
6.3,8.4,9.6,13.8,35.0,35.4,28047001502
11.3,12.0,23.3,20.3,53.3,46.3,28047001800
7.7,7.1,9.5,9.9,29.1,29.9,28047001600
1.7,7.3,4.0,13.9,21.2,36.9,22033002801
7.3,9.9,13.6,17.4,38.3,43.0,12031010402
5.4,10.3,10.5,16.7,35.8,40.6,22033003910
5.5,10.0,11.8,17.8,37.9,40.1,12073001902
2.7,7.8,5.3,9.9,22.1,28.2,48453001829
3.9,7.6,6.8,8.7,21.3,26.7,48453002500
5.3,11.5,12.8,21.0,41.2,43.7,12073001001
4.4,8.4,10.8,14.9,33.3,40.4,12073001901
5.2,7.4,7.5,10.1,24.4,29.3,22033002601
4.4,11.3,10.8,19.2,37.7,42.0,12073001101
3.5,7.8,7.6,9.9,22.5,30.2,48453001848
2.9,8.7,6.2,14.4,30.7,37.2,12073000303
6.8,7.7,9.5,12.7,27.2,34.6,12031010202
5.5,7.8,9.4,10.0,26.8,32.0,22033003801
7.5,9.8,18.0,13.4,47.2,44.0,28047003101
5.9,7.3,8.9,10.4,26.6,30.1,12073000302
3.6,7.7,6.8,8.8,22.4,27.2,48453001828
5.9,8.1,9.2,11.1,28.1,33.8,22033003907
3.5,7.6,6.1,8.4,21.0,26.1,48453001765
3.4,7.5,6.7,8.7,20.3,27.4,48453001714
7.5,7.7,10.0,10.4,26.1,30.7,22033003802
7.8,9.7,14.1,16.5,37.7,42.4,12031010401
5.3,7.8,8.6,8.7,22.6,26.2,48453001745
6.7,10.2,14.8,16.3,38.7,41.4,22033002400
5.8,10.1,12.1,16.4,33.5,38.4,22033002500
8.1,9.9,15.6,13.6,36.6,39.1,22033002700
4.2,7.6,7.5,8.5,21.4,27.0,48453001756
2.6,9.1,6.8,13.3,26.7,33.5,48453001840
5.1,7.7,8.1,10.3,26.1,32.0,22033003908
2.2,10.9,5.1,18.7,31.5,39.8,12073000400
3.7,7.9,6.6,12.1,26.8,32.9,12073000905
5.7,8.9,9.6,13.8,31.6,36.7,22033003909
3.3,8.0,7.7,10.6,23.8,31.3,48453001847
5.4,7.2,8.2,10.1,25.4,30.1,12073000301
5.8,10.7,13.8,20.0,42.2,43.9,12073001200
4.8,7.3,8.7,8.0,20.0,27.3,48453001782
3.6,9.0,7.8,15.2,31.9,36.7,12073002509
4.5,6.9,6.4,8.5,22.3,27.9,22033002300
2.6,9.1,4.9,19.7,27.8,34.6,12073002006
6.2,8.6,10.1,12.2,29.5,33.8,22033004505
2.3,7.7,4.9,10.2,20.8,29.5,48453001786
7.9,10.7,17.8,15.9,41.4,42.9,22033002200
4.5,7.6,7.8,8.4,22.2,26.6,48453001846
6.0,8.9,11.1,15.5,40.6,40.4,28047003208
6.0,7.6,9.2,12.3,28.0,35.7,12031010103
4.2,8.0,6.6,9.8,28.2,32.3,48491020410
4.7,9.4,9.5,13.9,34.9,39.9,22033003904
1.7,10.1,2.9,22.9,25.8,33.4,12073000500
4.0,8.2,7.1,14.0,28.5,34.4,12073000903
8.2,10.5,17.2,15.9,40.7,41.7,22033005200
2.0,9.8,4.2,20.1,28.4,35.9,12073002004
4.5,6.9,8.1,10.3,25.2,32.4,12073002510
5.9,7.3,9.3,7.5,21.2,24.8,48453001781
5.4,7.1,7.6,8.6,23.6,28.6,22033001900
7.6,7.3,10.2,9.4,25.0,29.4,22033002000
3.8,9.9,8.4,20.8,37.7,42.3,12073002003
3.2,7.5,5.7,11.7,24.7,31.9,12073000904
6.0,8.2,10.3,11.0,29.4,33.5,22033001700
3.2,8.3,6.0,10.9,30.1,33.6,48491020406
0.9,9.8,1.5,21.1,21.4,31.9,12073001300
2.0,7.7,4.6,9.8,20.9,29.5,48453001785
7.3,7.7,10.2,10.4,27.0,32.1,22033003701
4.4,7.1,6.5,10.9,24.0,29.3,12073000200
1.3,9.5,2.5,20.8,24.9,33.7,12073002005
6.0,9.6,15.1,14.0,40.1,44.7,12031010304
8.3,8.1,11.7,12.5,34.4,33.6,28047003505
4.9,8.6,9.8,11.7,30.8,35.4,22033001600
5.6,9.3,12.2,14.4,36.6,43.2,12031010303
7.5,9.5,12.7,16.1,39.9,39.2,28047003204
3.5,6.6,6.5,9.7,23.5,31.3,12073002513
7.7,7.9,11.0,10.6,27.2,33.0,22033003702
8.1,8.8,11.9,13.3,31.2,35.2,22033001800
4.3,8.4,8.3,11.1,31.9,34.2,48491020405
8.5,10.8,18.9,17.3,44.1,44.0,22033005300
6.9,9.7,14.8,18.5,39.6,40.7,12073000600
7.1,7.5,10.8,9.6,26.4,32.5,22033003703
5.0,8.0,8.6,14.1,30.2,38.3,12031010201
5.6,9.7,11.6,17.4,32.8,37.8,12073001401
4.9,8.3,8.8,10.1,31.2,32.4,48491020404
5.5,9.0,9.9,14.8,38.0,38.5,28047003207
1.8,9.0,3.4,18.1,26.4,34.3,12073002103
5.8,8.6,9.5,16.0,30.7,34.5,12073000700
3.1,9.5,5.8,18.9,28.7,34.9,12073002104
2.8,10.4,6.3,20.1,31.9,37.8,12073001402
6.0,9.2,12.2,14.4,36.2,42.2,12031010500
4.9,7.3,7.7,11.0,25.7,30.7,12073000901
10.1,11.7,22.8,17.3,46.9,45.9,22033001000
7.2,12.7,17.9,21.1,47.7,47.8,22033001104
8.3,10.7,16.8,16.9,40.4,40.9,22033005100
7.3,11.6,16.8,17.6,43.9,44.8,22033001103
3.1,8.0,5.8,9.8,29.4,32.4,48491020408
9.5,10.4,16.2,14.6,36.2,39.9,22033001102
5.8,8.5,9.9,10.8,33.6,32.9,48491020403
9.5,11.4,22.0,16.0,45.2,44.8,22033000900
4.1,7.7,7.0,8.8,29.1,30.7,48491020411
6.5,8.6,10.5,13.8,36.5,36.7,28047003205
4.2,7.0,6.6,10.0,24.1,29.1,12073000800
7.1,8.7,12.9,11.8,32.2,38.0,22033003601
8.1,10.2,14.4,16.8,38.3,40.4,22033003603
5.4,7.5,8.7,11.1,26.2,31.6,12073002505
3.2,8.7,6.9,15.9,29.5,36.6,12073002304
5.2,10.5,12.9,16.6,39.1,44.2,22033003604
6.2,8.9,11.5,12.8,33.3,38.6,22033004503
3.4,7.8,5.7,12.9,24.3,31.4,12073002101
4.7,8.2,7.5,14.0,28.0,33.6,12073001500
3.5,9.0,7.2,16.6,32.0,37.0,12073002201
8.8,11.5,20.9,16.2,44.9,45.1,22033000602
4.1,7.0,7.0,10.3,25.1,31.3,12073002512
6.8,10.8,16.5,15.5,42.0,44.1,22033000702
1.9,7.7,4.7,9.8,22.4,29.7,48453001851
3.5,9.5,9.2,12.1,37.5,42.4,22033003507
4.7,8.2,7.9,13.2,27.7,33.7,12073001601
6.7,8.9,10.4,15.0,36.8,36.8,28047003206
9.1,12.3,21.5,19.1,47.6,47.1,22033000500
6.5,9.3,13.6,12.4,36.6,40.6,22033003506
6.5,8.4,9.7,13.4,34.3,35.5,28047003504
6.3,6.6,8.8,8.8,23.5,27.0,12073001700
7.1,11.7,17.8,17.1,44.5,45.8,22033000601
7.2,11.5,17.3,17.8,44.3,45.8,22033000701
5.9,9.6,12.8,14.4,38.6,42.1,22033003505
3.3,8.3,6.7,13.5,28.7,34.7,12073002205
1.9,7.2,4.2,8.5,25.8,32.2,48491020311
0.9,10.1,2.2,17.2,25.1,36.4,12073002207
3.4,8.8,7.4,12.0,33.9,35.1,48491020504
4.0,7.6,6.6,11.9,25.1,30.6,12073002511
2.5,8.0,5.2,10.0,29.2,33.3,48491020508
2.8,8.2,6.4,10.1,25.1,31.3,48453001855
3.3,8.5,7.2,11.1,33.8,35.7,48491020703
8.2,12.1,19.3,19.0,46.6,46.7,22033000400
4.9,8.1,9.8,12.6,31.2,34.8,12073002403
3.0,7.0,6.7,8.1,26.4,33.6,48491020510
8.2,11.8,19.8,18.8,47.6,47.1,22033000300
7.7,11.7,18.0,17.6,44.4,45.5,22033000200
5.5,8.0,9.0,8.9,30.4,30.2,48491020503
3.5,7.4,7.8,11.1,28.8,36.3,12073002206
5.6,7.7,8.9,12.9,28.6,36.4,12031010101
2.8,8.3,5.6,13.0,27.5,35.1,12073002208
4.4,9.1,9.0,12.9,36.0,36.1,48491020704
3.1,7.9,6.6,9.7,30.7,34.2,48491020708
8.6,12.5,20.6,20.3,48.8,47.8,22033000100
3.3,8.4,7.0,10.7,33.0,34.3,48491020707
2.8,6.9,5.9,7.6,25.8,32.1,48491020509
5.4,7.9,8.7,13.2,29.0,36.8,12031010102
4.7,7.1,7.8,10.4,25.8,30.5,12073002410
7.7,9.2,14.0,13.9,39.9,35.9,48491020701
3.3,7.9,7.0,9.1,30.8,32.9,48491020706
5.9,7.1,9.7,10.2,25.8,30.4,12073002508
7.2,11.2,17.4,15.2,41.6,43.8,22033003400
4.7,8.1,7.9,9.0,29.3,30.7,48491020505
4.0,7.9,7.6,8.9,30.4,31.9,48491020804
7.5,10.7,17.7,14.3,41.2,43.2,22033003300
6.5,8.4,10.3,14.3,31.2,38.2,12031010301
5.0,8.9,9.5,12.5,36.1,35.5,48491021503
4.6,6.4,7.3,7.7,21.9,26.4,12073002416
6.2,6.5,8.7,8.3,22.9,26.6,12073002414
6.0,6.8,8.8,9.1,24.1,27.9,12073002415
4.9,8.9,9.6,12.0,35.6,34.9,48491020602
4.1,8.3,7.3,10.2,31.8,32.2,48491020310
4.1,9.4,8.7,13.5,37.1,36.9,48491021505
2.9,8.2,6.0,10.2,31.0,34.0,48491021508
5.3,11.5,12.6,17.5,38.5,43.3,22033003000
2.2,10.3,7.5,14.2,37.2,44.0,22033003201
4.7,9.9,10.4,15.2,40.3,38.1,48491021502
2.4,8.3,4.0,10.7,24.2,32.1,48041002011
10.2,11.2,22.5,15.5,44.6,43.7,22033003101
6.0,10.3,13.8,19.0,44.6,46.7,22033003103
5.5,7.0,8.4,9.7,25.1,28.9,12073002408
3.1,7.5,6.1,8.2,28.4,31.7,48491020603
9.1,11.6,21.8,17.5,48.8,46.1,1097007102
2.8,8.8,6.5,10.9,33.8,35.6,48491020806
5.2,7.8,7.8,9.2,26.0,31.3,48041002010
7.4,10.9,18.2,14.9,42.8,44.0,22033004201
3.5,8.6,7.4,11.3,33.8,35.1,48491021507
2.7,7.5,4.9,8.7,24.2,31.7,48041002008
3.0,8.1,6.6,10.1,32.1,33.9,48491021506
2.9,7.8,5.7,9.2,29.9,32.4,48491020605
3.9,6.4,6.6,8.6,23.0,28.9,12073002417
1.9,8.2,4.4,10.1,28.3,33.0,48491021504
2.3,8.5,4.1,11.6,23.4,32.6,48041002007
2.3,10.0,3.9,15.3,23.7,32.7,48041002013
4.7,7.2,7.3,7.4,23.8,29.3,48041002009
4.7,8.0,7.7,10.1,24.8,32.2,48041002006
7.7,8.6,11.5,12.4,31.7,33.2,1097007000
1.0,10.8,1.8,17.5,22.5,32.9,48041002014
1.7,8.4,3.3,11.5,20.8,31.1,48041001804
3.1,8.2,5.3,10.6,22.6,31.5,48041001803
9.7,10.8,17.6,17.8,43.3,41.3,1097001901
8.9,10.7,17.3,16.5,42.4,41.0,1097001800
3.2,8.3,5.4,11.4,25.6,32.5,48041001801
2.9,9.5,5.0,14.7,25.2,33.9,48041001604
2.3,9.3,4.8,14.6,26.7,35.2,48041001605
1.2,11.1,2.1,20.0,24.7,34.2,48041002012
7.4,8.9,11.5,15.1,34.4,35.8,1097006802
8.8,10.5,16.5,16.4,42.5,40.8,1097001902
4.0,8.4,6.2,10.7,24.8,31.4,48041002002
3.1,9.0,5.1,13.6,24.3,32.8,48041001606
3.8,11.3,7.0,18.9,31.1,36.9,48041001702
5.6,8.0,8.5,9.2,26.0,30.5,48041002001
4.2,9.7,6.9,15.5,28.1,34.7,48041001601
5.3,9.7,8.0,15.9,30.7,35.6,48041000202
7.5,8.8,13.0,11.7,34.2,34.8,1097002000
0.9,9.9,1.5,17.6,22.3,33.8,48041002015
1.5,9.9,3.0,16.4,24.5,34.1,48041001701
7.2,8.6,12.4,12.2,34.1,35.0,1097003709
5.9,8.1,10.6,11.4,31.1,34.5,1097006801
2.2,9.6,4.0,15.8,25.4,34.1,48041001303
1.4,8.1,3.3,14.9,21.7,37.9,48041001400
5.9,8.2,10.3,11.3,31.5,33.9,1097003708
7.6,8.3,11.7,11.1,31.9,34.1,1097003000
3.6,9.6,6.8,14.6,30.6,35.9,48041000201
7.6,9.8,14.5,14.1,39.1,39.5,1097007400
3.6,8.7,5.8,13.2,24.8,33.5,48041001302
3.1,9.5,5.6,15.7,27.7,35.7,48041001000
9.1,8.7,13.9,12.2,33.7,34.5,1097003710
2.3,9.8,4.1,16.0,25.6,34.8,48041001301
8.6,8.0,12.4,10.6,30.3,31.9,1097003100
5.8,8.9,8.6,11.7,28.4,33.4,48041001100
7.8,11.5,17.6,17.8,46.4,44.7,1097002100
5.6,10.0,11.8,16.8,39.0,39.6,48041000900
7.7,12.3,19.9,19.2,50.5,47.8,1097002301
9.6,11.5,19.6,18.2,46.6,44.0,1097002200
6.0,8.3,10.1,11.1,30.6,33.0,1097003706
6.2,8.2,9.9,11.4,29.8,32.4,1097003705
5.5,8.7,10.2,14.5,37.6,40.0,48041000202
10.4,12.4,25.3,18.1,51.7,46.6,1097002302
5.3,10.6,12.1,18.1,40.5,41.3,48041000604
7.5,9.2,13.3,14.1,36.2,37.3,1097003707
9.7,13.6,24.0,21.2,53.2,48.7,1097001501
7.4,9.8,14.3,14.4,37.8,39.4,1097003202
8.5,15.3,22.5,25.2,54.1,50.4,1097001502
7.1,8.2,9.6,9.2,25.3,29.3,48041001900
4.4,8.2,6.9,10.4,26.8,32.1,48041002002
6.7,8.5,9.4,11.1,27.8,32.2,48041000800
6.4,11.5,14.7,18.9,45.1,45.4,1097003205
7.2,9.3,13.4,14.1,37.5,38.3,1097002900
8.4,11.9,21.6,17.3,49.5,47.1,1097001302
5.9,9.8,13.0,16.0,39.3,40.0,48041000603
9.7,11.5,23.1,16.7,49.8,46.6,1097001400
6.1,8.1,9.5,11.2,29.2,32.4,1097003704
5.6,9.4,10.7,14.3,34.8,37.0,48041000700
8.2,11.4,19.3,17.7,47.8,45.4,1097002400
7.9,10.5,13.8,17.4,40.1,40.4,1097003203
3.9,9.8,8.9,16.2,36.6,40.4,1097003204
6.0,8.2,8.6,9.7,27.2,31.0,48041000102
6.1,8.6,10.3,13.1,32.6,35.5,1097003703
5.0,8.5,9.5,12.7,33.7,36.9,1097006404
3.5,9.6,7.5,12.6,33.5,38.4,1097006405
7.3,9.9,16.1,14.7,42.3,40.6,1097000903
10.9,11.5,24.5,15.3,47.6,43.8,1097001100
6.4,9.2,13.6,12.1,37.7,37.8,1097001002
4.7,7.9,7.5,11.3,29.4,32.4,1097002501
7.1,8.5,10.8,12.2,31.0,33.8,1097003301
6.8,11.0,15.9,16.8,43.1,43.2,48041000500
8.9,10.7,16.4,18.4,43.4,41.6,1097002800
6.0,8.2,9.6,12.1,29.6,33.9,1097003606
4.7,10.9,10.9,15.4,37.4,40.3,48041000400
6.2,8.4,10.0,11.8,31.3,33.2,1097000902
6.8,7.2,9.4,8.2,25.6,27.5,1097003502
6.5,9.6,11.7,15.4,35.5,37.9,1097003607
6.4,9.6,13.3,15.3,39.6,39.7,1097001001
8.3,12.6,19.3,23.1,51.1,48.9,1097001200
10.7,9.4,19.9,14.6,42.3,39.1,1097000200
7.8,9.7,12.3,16.0,35.8,37.9,1097006403
6.1,9.4,12.1,14.5,38.2,38.5,1097000901
6.6,8.3,10.4,11.2,30.2,32.1,1097002502
9.5,11.7,20.2,17.9,47.3,44.7,1097002700
0.7,10.4,1.4,17.3,21.8,34.1,1097003605
4.4,9.1,8.3,12.1,30.8,35.5,48041000101
5.2,8.0,7.8,10.5,25.5,29.9,1097003302
9.3,11.6,23.1,16.7,49.9,46.8,1097000401
6.9,12.6,14.6,22.2,41.2,42.2,1097003602
8.1,10.2,17.3,14.6,42.0,41.7,1097006402
6.4,8.3,10.1,11.8,31.1,32.7,1097003501
15.5,13.2,35.5,18.5,55.9,46.1,1097000402
6.6,9.1,12.2,11.9,35.1,37.5,1097003608
11.0,11.7,26.2,17.5,52.2,47.3,1097000500
9.7,10.4,22.5,12.9,44.9,42.9,1097000800
5.7,9.8,11.0,14.7,35.9,38.2,48041000300
11.3,11.2,24.6,15.4,47.2,43.5,1097002600
11.1,13.0,26.0,19.6,52.3,47.6,1097000600
12.6,12.1,29.2,17.7,53.0,46.9,1097000701
8.2,9.0,14.9,11.5,36.5,36.7,1097003405
7.1,9.2,12.8,13.1,37.0,37.5,1097003406
7.3,11.2,16.8,17.5,46.8,45.1,1097003404
12.7,12.4,28.6,19.5,54.4,48.5,1097003902
11.9,11.7,27.7,16.5,51.3,45.9,1097000702
11.7,11.9,27.1,17.4,51.7,46.9,1097003901
7.1,10.9,15.9,15.9,44.2,43.3,1097003402
7.3,9.5,14.4,13.1,39.5,40.1,1097003408
6.4,10.2,15.3,14.6,42.6,42.5,1097003407
9.6,11.3,22.8,15.6,47.7,45.5,1097003800
4.0,9.0,8.2,12.1,32.7,37.1,48027023300
2.7,8.8,7.2,11.0,34.8,38.9,48027022402
3.5,9.0,8.2,12.2,34.4,39.0,48027022502
3.3,9.1,8.2,11.6,34.3,38.9,48027022404
3.8,9.3,9.6,12.2,35.1,39.5,48027022403
2.2,9.2,5.8,12.6,34.1,40.0,48027023105
4.8,9.1,9.8,12.0,34.2,38.0,48027023000
2.7,9.2,6.4,12.9,31.3,37.8,48027022405
3.4,10.4,8.8,15.2,37.8,41.8,48027023107
5.0,10.0,11.7,14.3,38.7,41.1,48027022401
5.3,10.2,11.5,14.5,37.5,39.9,48027022300
5.8,9.8,12.5,13.8,37.3,39.7,48027023103
2.6,9.7,7.1,13.4,34.8,40.6,48027023108
2.0,9.1,5.6,12.1,33.5,39.6,48027023106
6.1,9.3,11.3,12.6,34.3,37.4,48027022501
5.5,9.8,10.9,13.9,35.8,38.9,48027023104
2.8,10.6,6.6,15.0,34.4,39.9,48027022000
4.5,10.3,9.4,15.7,36.5,40.2,48027022200
5.9,10.4,12.3,16.2,38.2,40.4,48027022900
4.7,10.5,11.0,15.0,37.6,40.6,48027022104
5.5,10.5,11.8,16.7,39.7,40.8,48027022600
2.2,8.9,5.3,11.6,33.5,37.6,48027023201
5.5,11.3,12.4,19.3,42.9,43.2,48027023500
5.8,9.9,12.1,14.0,36.8,39.3,48027022101
4.0,9.8,9.1,13.9,35.5,39.5,48027022105
5.2,10.6,12.0,16.6,40.4,42.1,48027022801
3.2,9.7,8.3,13.8,36.3,40.8,48027022103
6.4,8.1,10.0,9.4,27.6,30.6,48451001708
13.2,8.0,14.7,8.3,24.1,27.3,48451001704
6.5,8.0,10.0,9.1,26.6,30.5,48451001707
6.1,8.2,9.4,9.8,26.9,31.0,48451001706
5.5,8.4,10.1,11.3,30.7,34.4,48451000801
6.2,8.5,8.8,11.2,26.4,31.8,48451001304
6.7,9.5,12.8,14.5,33.5,35.4,48451001400
5.3,8.7,8.9,11.5,28.5,33.2,48451001303
0.7,7.7,1.3,11.5,18.8,31.8,48451001500
4.0,8.7,6.7,12.1,25.8,32.6,48451001301
5.4,8.5,9.7,11.5,30.3,33.7,48451001101
6.2,9.0,12.8,13.5,35.4,36.3,48451000802
6.0,8.7,10.0,11.6,30.2,33.1,48451001000
11.5,8.8,19.0,12.7,35.3,34.6,48451000900
5.9,9.0,10.6,13.4,32.3,35.3,48451001102
7.5,9.8,15.3,15.6,37.9,37.7,48451000700
4.5,8.6,8.1,11.2,31.6,32.1,48309003708
6.5,8.8,12.2,12.6,33.3,35.4,48451001200
7.9,10.0,16.6,16.3,41.2,40.0,48451001800
8.4,9.1,15.8,13.5,35.6,36.2,48451000400
6.6,9.1,11.0,12.4,35.1,32.7,48309003900
6.3,8.6,10.9,12.0,31.2,34.7,48451000300
2.6,7.9,6.0,10.1,29.4,33.7,48309003706
5.3,8.6,8.8,10.7,30.1,30.9,48309003707
6.6,9.1,11.3,13.0,32.6,35.3,48451000100
7.8,9.3,13.9,14.2,35.9,36.1,48451000200
7.2,9.2,13.3,14.1,38.6,34.9,48309004300
7.4,10.8,14.7,16.7,41.9,37.4,48309002100
12.5,7.6,13.8,7.6,24.5,24.8,48309002503
7.1,10.3,13.3,15.4,40.0,36.8,48309002302
3.7,12.0,8.3,20.4,35.4,35.7,48309001900
6.9,9.1,11.2,12.0,34.6,32.8,48309002501
7.1,9.7,15.7,16.4,43.0,36.7,48309000598
6.6,9.3,11.5,12.4,35.3,32.9,48309002498
6.1,11.6,16.7,15.8,42.1,50.5,13095010602
4.5,9.6,13.0,11.5,37.5,47.7,13095010900
6.1,10.6,12.9,16.8,41.5,37.7,48309000800
3.4,10.7,7.6,18.2,34.0,34.1,48309000400
1.9,11.2,3.5,20.4,29.7,33.5,48309000200
8.0,10.9,19.7,14.1,40.7,48.0,13095010500
6.2,10.1,13.1,15.6,40.1,36.4,48309000700
7.1,10.3,13.7,15.8,41.0,36.8,48309002700
10.4,13.1,24.5,19.1,47.0,52.5,13095010601
5.2,8.4,8.8,10.3,31.4,30.7,48309002900
9.4,8.4,12.6,9.9,30.6,28.6,48309002600
4.0,10.4,11.3,13.7,36.2,46.5,13095010403
0.9,11.2,1.8,18.9,25.2,32.4,48309000300
3.1,9.9,6.7,16.7,34.9,35.3,48309000100
7.4,11.4,16.8,18.5,46.2,39.5,48309001000
7.4,10.8,14.6,17.1,42.9,37.7,48309000900
5.2,12.9,13.1,21.1,40.9,50.5,13095010700
8.9,13.2,21.9,19.2,45.7,52.5,13095001403
6.9,12.0,17.3,17.8,46.8,41.2,48309001200
8.5,12.5,21.2,18.0,45.2,51.4,13095001100
6.1,9.1,10.6,13.3,36.5,35.8,48309001800
8.2,8.5,11.4,10.3,30.5,29.2,48309002800
8.0,11.3,19.6,15.9,48.6,42.1,48309001500
9.5,13.0,23.1,19.3,47.1,52.9,13095001500
6.7,11.2,15.2,18.2,45.6,39.9,48309001100
4.7,10.0,12.5,13.0,37.2,47.0,13095010402
5.7,11.3,14.2,16.6,40.2,49.7,13095000100
6.9,10.0,14.0,14.4,40.3,36.4,48309001300
10.7,12.0,24.5,18.3,47.0,51.7,13095011400
5.6,10.8,12.0,16.4,35.8,45.8,13095001000
8.4,13.0,21.2,19.7,46.9,53.1,13095000200
10.4,11.4,19.9,16.1,43.3,38.0,48309001600
7.3,11.3,15.1,18.0,39.5,47.8,13095000900
8.7,9.7,13.7,12.7,35.0,32.7,48309003000
9.1,13.5,21.5,22.7,48.4,53.4,13095000800
8.3,12.2,19.4,15.8,46.3,41.3,48309001400
8.0,8.3,11.8,10.4,27.1,36.3,13095000502
7.4,12.5,18.7,20.0,46.3,53.2,13095010302
2.4,12.8,6.0,20.7,33.0,48.5,13095011200
6.1,9.3,11.4,13.7,32.5,42.6,13095000700
4.9,8.7,9.6,11.3,29.7,41.5,13095000501
7.3,9.5,12.4,14.1,32.9,42.1,13095000600
8.6,9.8,14.8,13.0,32.0,42.3,13095011300
5.5,8.0,10.1,9.4,27.4,37.6,13095010401
9.4,10.6,18.4,13.9,41.2,36.2,48309001700
4.5,8.6,7.6,11.4,31.2,31.6,48309004103
6.1,9.9,11.3,14.5,33.4,43.9,13095000400
3.0,9.8,6.5,17.5,37.0,36.9,48309003300
6.6,8.7,16.6,14.6,37.9,38.7,48141004002
9.2,9.2,20.7,15.3,39.8,38.9,48141003902
8.7,9.9,20.8,18.3,42.9,40.8,48141003903
8.0,8.7,19.3,14.3,38.6,38.1,48141004004
8.8,8.8,19.8,14.6,38.7,38.1,48141003901
5.9,8.7,15.6,14.6,37.9,38.8,48141004003
7.6,8.6,18.2,14.6,39.2,38.5,48141003804
8.7,8.6,20.4,14.0,39.2,37.8,48141004104
6.8,8.2,16.2,12.7,35.2,36.9,48141003803
3.1,7.3,8.9,10.9,32.7,36.5,48141010342
3.4,7.1,9.7,10.0,31.7,35.6,48141010338
7.0,8.7,17.1,14.7,38.3,38.4,48141004103
9.3,8.4,21.1,13.3,38.2,37.1,48141003801
8.4,9.2,19.1,15.7,39.5,38.9,48141003502
3.3,7.3,9.6,10.6,31.7,36.2,48141010337
7.6,7.6,17.5,11.1,35.0,35.5,48141004107
8.4,8.7,19.2,13.8,37.4,37.4,48141004106
5.0,7.8,12.6,11.5,33.2,36.1,48141004309
9.4,8.9,20.8,14.6,38.7,38.1,48141003702
4.6,7.4,11.9,11.0,32.4,35.8,48141004316
10.4,9.1,22.5,15.1,40.0,38.1,48141004105
9.4,8.6,20.9,14.0,38.7,37.8,48141004201
3.4,7.7,10.0,12.1,33.7,37.5,48141010336
8.8,8.2,19.5,12.4,35.8,36.0,48141003701
4.6,7.8,12.5,12.0,34.3,36.8,48141004320
14.3,11.2,29.7,21.3,47.3,41.8,48141001900
14.9,10.5,30.0,19.1,45.3,41.0,48141001800
9.6,9.2,21.2,15.5,39.9,39.0,48141003602
5.8,7.9,13.1,11.8,33.3,36.1,48141004313
11.6,10.5,25.1,18.9,43.2,40.5,48141002000
7.3,8.1,15.3,11.9,33.7,35.5,48141004312
7.3,8.0,16.7,12.0,34.7,36.1,48141004202
14.3,9.8,27.7,17.1,43.6,39.5,48141001700
4.7,7.3,12.1,10.8,32.7,35.9,48141004314
4.0,7.3,11.1,10.5,32.0,36.0,48141004319
5.7,7.5,13.0,10.3,32.1,34.9,48141004307
8.7,8.5,19.6,13.9,38.8,37.8,48141003501
9.3,8.5,20.4,13.7,37.8,37.3,48141003601
10.5,8.6,22.2,13.6,37.8,37.0,48141003100
6.2,7.1,13.6,8.8,29.7,32.4,48141004318
8.0,8.8,18.0,15.3,38.5,38.7,48141001600
9.1,8.9,20.3,14.8,38.9,38.2,48141003000
13.9,10.4,28.1,19.0,45.1,40.8,48141002100
3.5,7.8,8.4,12.1,30.4,36.9,48141004317
