TractFIPS,no-obesity,sleep >7,no-asthma,no-mental-health-prob,commute,pollution,density,safety,lat,long
48375014900,69.0,60.4,90.9,85.4,23.15746698272943,86.0,38.7363614326466,47.49360516290915,35.2169722,-101.766534
48215020804,70.1,68.1,92.5,88.5,21.33693181818182,63.0,48.09699598711369,58.06446103785544,26.2473735,-98.2303314
6059011102,75.2,65.6,91.5,87.3,28.603343465045594,3.0,55.52789215711361,61.85075116547339,33.860516499999996,-117.93744699999999
40143008800,64.8,62.2,87.2,79.4,24.51396648044693,64.0,43.573384811043105,42.64539286025014,36.143009899999996,-96.059268
39035101102,71.7,64.8,91.2,88.6,26.67699115044249,14.0,53.809014514548785,50.22965382966676,41.4898253,-81.7613997
17031804714,76.7,66.0,92.0,90.1,34.13631633714881,40.0,47.79779078087468,47.33929612733445,42.0630032,-88.0935439
48201240701,68.7,60.5,90.1,85.9,34.924404507202965,37.0,49.36397704033493,43.52824457460122,30.0113158,-95.4162249
6029003807,74.0,65.3,90.7,87.5,28.62334437086093,2.0,47.010280934665445,48.13692689072601,35.3907396,-119.1188798
21111007400,70.3,65.8,89.2,88.2,21.802880970432142,13.0,38.159968264446725,48.1023238164744,38.2701994,-85.7181608
39151700200,59.6,56.7,88.1,82.6,26.812243221035327,55.0,47.53634408831042,58.57824794342368,40.8264124,-81.3339433
48061012507,54.2,63.7,91.0,84.5,26.50226617222909,92.0,30.82228444976884,60.28598706112483,25.957265,-97.55760749999999
17031837000,56.4,56.1,87.2,85.0,39.661641541038534,5.0,57.547972204291106,47.33929612733445,41.8783233,-87.6986739
53033007600,78.1,71.8,91.4,91.1,30.588334032731854,10.0,59.094658526902734,57.28210758766223,47.6218678,-122.3075858
8031002802,83.1,73.4,91.8,89.8,24.64509867356843,8.0,57.04654815230289,47.246406687642704,39.7177365,-104.9841763
12057000901,63.7,58.4,89.8,81.2,30.11172161172161,34.0,53.13091946462901,56.644997546414835,28.028980400000002,-82.4108652
12103025505,62.9,55.8,90.6,80.8,32.484472049689444,42.0,51.97939098027812,49.101582486330614,27.9364625,-82.79498029999998
48113008200,69.0,69.0,91.4,89.3,32.393230462916875,48.0,47.19230621152395,53.22914911587941,32.8387834,-96.6971135
48141004303,69.4,66.1,92.7,90.3,22.77030503491364,63.0,51.53252943779576,55.2038070726204,31.7779461,-106.3510284
25021417902,72.3,63.7,89.4,85.8,33.604721245605226,26.0,57.66911017662236,63.11185455222643,42.246302299999996,-70.99069200000002
36119004400,77.8,66.9,89.9,90.8,36.83626440266828,8.0,50.82171245210057,60.55286673842459,40.9280504,-73.8237622
31055002900,56.2,61.9,89.5,83.3,22.970900692840647,7.0,50.12493934469546,51.68026372320361,41.198434899999995,-95.9533287
40143004400,74.6,69.5,90.9,88.6,20.112941176470585,43.0,50.062892862822494,42.64539286025014,36.111938,-95.9820847
36085014700,75.0,61.0,90.7,90.1,40.12702216896345,12.0,50.21967113150459,45.903491237787634,40.6187998,-74.1123692
6037227020,64.5,58.6,89.9,80.8,35.76245487364621,2.0,61.44783629015888,53.158798934114984,34.0157537,-118.25193300000001
36081000700,81.6,65.2,92.1,92.0,33.575080731969855,0.0,62.031790112651095,46.04632381032317,40.744843700000004,-73.951409
48113018110,72.6,71.6,91.5,90.3,28.257202723939233,62.0,43.50066524539208,53.22914911587941,32.882834700000004,-96.60092979999999
6037574800,80.8,69.0,92.5,91.1,32.05984138428262,6.0,52.489154602352045,53.158798934114984,33.7834929,-118.12748590000001
27053025100,76.1,69.9,92.1,90.2,24.32694684796045,32.0,36.106054260268166,54.48922295010955,44.851220899999994,-93.2259882
48201323701,73.2,68.7,91.7,88.4,27.308606752258676,29.0,49.176458510785594,43.52824457460122,29.655125199999997,-95.1769249
